id,name,full_name
1961,test,Збірник наукових праць ДонДУУ„Механізми підвищення ефективності управління функціонуванням регіональної економіки»: Серія „Економіка»
1962,test,"Труды 4-й Международной научно-практической конференции «Стратегия инновационного развития экономики: бизнес, наука, образование» (Харьков, 2012)"
1963,test,Вісник Національного технічного університету „Харківський політехнічний інститут». Збірник наукових праць. Тематичний випуск: Технічний прогрес і ефективність виробництва
1964,test,"Труды международной научно-практической конференции «Актуальні питання теорії та практики неперервної підготовки фахівців в системі вищої освіти» (Тернополь, 2012)"
1965,test,Актуальные проблемы экономики
1966,test,"Становлення економіки України у післякризовий період: ризики та проблеми розвитку [коллективная монография] Ч. 1. / Під ред. д.е.н., проф. О. О. Непочатенко"
1967,test,"Материалы Международной научно-практической конференции «Теорія та практика управління економічним розвитком» (Донецк, 2012)"
1968,test,"Материалы 16-й Саратовской зимней школы «Современные проблемы теории функций и их приложения» (Саратов, 2012)"
2002,test,Proceedings of the 2012 IEEE 27th Convention of Electrical and Electronics Engineers in Israel
1969,test,"Тезисы докладов 21-го Международного научно-технического семинара «Современные технологии в задачах управления, автоматизации и обработки информации» (Москва, 2012)"
1970,test,"Тезисы докладов XX Международного научно-технического семинара «Современные технологии в задачах управления и обработки информации» (Алушта, 2011)"
1971,test,"Труды 7-го Саратовского салона изобретений, инноваций и инвестиций (Саратов, 2012)"
1972,test,Proceedings of the  FP7 ICOEUR project #227122
1973,test,"Труды 18-й Международной открытой научной конференции «Современные проблемы информатизации» (Воронеж, 2012)"
1974,test,Ученые записки ТНУ им.В.И.Вернадского. Экономика
1975,test,"Тезисы докладов 17-й Международной научной конференции студентов и молодых ученых (Запорожье, 2009)"
1976,test,"Труды 9-й Международной научной конференции молодых ученых и студентов (Мелитополь, 2009)"
1977,test,Вістник Національного технічного університету «Харківський політехнічний інститут». Збірник наукових праць. Тематичний випуск: Технічний прогресс і ефективність виробництва
1978,test,Маркетинг і менеджмент інновацій
1979,test,"Материалы 6-й Международной научно-практической конференции Туристическая индустрия: современное состояние и приоритеты развития (Луганск, 2011)"
1980,test,"Труды Всероссийской научно-практической конференции с международным участием Экономика знаний и рынок: проблемы взаимодействия (Курган, 2011)"
1981,test,"Материалы Международной научно-практическая конференции «Современные научные исследования социально-экономических процессов» (Саратов, 2011)"
1982,test,"Материалы международной научно-практической интернет-конференции «Россия в системе мирохозяйственных отношений» (Орел, 2011)"
1983,test,"Труды 8-й Международной научно-практической конференции «Исследование систем менеджмента отраслевых организаций: теория и практика» (Екатеринбург, 2012)"
1984,test,"Труды 3-й Международной научно-практической конференции «Опережающее управление социально-экономическим развитием регионов: благосостояние населения и электронное управление» (Симферополь, 2012)"
1985,test,Механізми забезпечення податкової самодостатності: монографія/ [Колектив авторів] за наук. Ред.. Т.В. Калнеску
1986,test,"Труды 4-й Всеукраинской научно-практической конференции «Перспективы развития и пути совершенствования фондового рынка» (Симферополь, 2012)"
1987,test,"Proceedings of the 8th International Open Science Conference Modern informatization problems in modeling and social technologies (Lorman, Mississippi, USA, 2013)"
1988,test,"Труды 3-й Международной научно-практической конференции Социально-экономические и финансовые механизмы обеспечения инновационного развития экономики (Минск, 2012)"
1989,test,"Труды 5-й Международной научно-практической конференции «Инженерные системы» (Москва, 2012)"
1990,test,"Материалы международной научно-практическая конференции «Повышение уровня качества образования в инновационной экономике» (Алушта, 2012)"
1991,test,Current problems of university management
1992,test,Труды международной научно-практической конференции «Инженерные системы -2011» (Москва)
1993,test,"Proceedings of the AHConferences: II Конференция «IT в ТЭК» (Москва, 2011)"
1994,test,"Материалы 9-го форума «Современные технологии промышленной автоматизации» (Новосибирск, 2011)"
1995,test,"Труды всероссийской научно-практической конференции  «Транспорт России: проблемы и перспективы» (Санкт-Петербург, 2012)"
1996,test,"Материалы научного семинара «Понятие и реализация социальной справедливости в современной государственной политике» (Москва, 2012)"
1997,test,"Материалы научного семинара «Государственная политика и управление современной России в сфере идеологии, мировоззрения, религии, пропаганды, культуры и воспитания» (Москва, 2012)"
1998,test,"Труды Научного семинара «Государственная политика и управление современной России в сфере обороноспособности (ВПК и военное строительство)» (Москва, 2012)"
1999,test,"Сборник докладов XIV Международной научной конференции «Проблемы регионального и муниципального управления»  (Москва, 2012)"
2000,test,Математика и реальность: конфронтация строгости и сложности.
2005,test,"Preprint of the 3th International Conference «Optimization Methods and Applications» (OPTIMA-2012, Costa da Caparica, Portugal, 2012)"
2006,test,"Труды Всероссийской научной конференции «Гуманитарные и естественные науки: проблемы синтеза» (Москва, 2012)"
2007,test,Вестник МГТУ Станкин
2008,test,"Сборник докладов 2-й Международной научно-технической конференции «Оптимизация и повышение эффективности работы ТЭС за счет внедрения АСУ ТП» (Москва, 2012)"
2009,test,Государственная политика и управление современной Россией в сфере экономики
2010,test,Труды 15-й  Всероссийской научно-технической конференции «Нейроинформатика-2013» (Москва)
2011,test,"E. Biersack et al. (Eds.): Data Traffic Monitoring and Analysis, LNCS 7754"
2012,test,Материалы 7-го Международного форума «Интегративная медицина - 2012» (Москва)
2013,test,Имущественные отношения в Российской Федерации
2014,test,Вопросы государственного и муниципального управления
2015,test,Современные процессы модернизации экономики зарубежных стран
2016,test,Азиатская часть России: моделирование экономического развития в контексте опыта истории
2017,test,CORE discussion paper
2018,test,"Труды Международной научно-методической конференции «Совершенствование подготовки IT-специалистов по направлению «Прикладная информатика» на основе инновационных технологий и E-learning» (Москва, 2012)"
2019,test,Научно-технический сборник ФГУП «18 ЦНИИ» МО РФ
2020,test,Frontiers in Genetics
2021,test,Георесурсы. Геоэнергетика. Геополитика
2022,test,"Сборник научных трудов 13-й Международной научно-практической конференции «Технологии 1С для эффективного обучения и подготовки кадров в целях повышения производительности труда» (Москва, 2013)"
2023,test,"Труды научно-практической конференции «Современные технологии автоматизации борьбы за живучесть» (АБПЖ-2012, Санкт-Петербург)"
2024,test,Вестник российской академии наук
2025,test,"Тезисы докладов конференции посвященной 90-летию со дня рождения академика Е.Ф. Мищенко Дифференциальные уравнения и оптимальное управление (Москва, 2012)"
2026,test,Advances in Systems Science and Applications
2027,test,Advances in Systems Science and Applications
2028,test,Научное издание: Шестой междисциплинарный семинар «Анализ разговорной русской речи». АР3. – 2012. Труды семинара.
2029,test,Electronic Communications in Probability
2030,test,Современные проблемы экономической теории и практики
2031,test,Математико-статистический анализ социально-экономический процессов. Межвузовский сборник научных трудов
2032,test,"Proceedings of the 4th IFAC Conference on Analysis and Design of Hybrid Systems (ADHS 12, Eindhoven)"
2033,test,Journal of The Franklin Institute
2034,test,"Proceedings of the 12th IEEE International Workshop on Variable Structure Systems (VSS’12, Mumbai, India)"
2035,test,Ядерные измерительно-информационные технологии
2036,test,"Труды 7-й Международной научно-практической конференции Современные информационные технологии и ИТ-образование (Москва, 2012)"
2037,test,"Материалы 1-й Научно-практической конференции «Современные технологии автоматизации борьбы за живучесть» (Санкт-Петербург, 2012)"
2038,test,Налоги и налогообложение
2039,test,"Труды 8-й Международнй научно-методической конференции «Совершенствование подготовки IT-специалистов по направлению «Прикладная информатика» для инновационной экономики» (Москва, 2012)"
2040,test,"Труды 20-й Международной конференции «Электромагнитное поле и материалы» (Фирсановка, 2012)"
2041,test,"Труды Международной научно-практической конференции«Современные технологии, материалы, оборудование и ускоренное восстановление квалифицированного кадрового потенциала – ключевые звенья в возрождении отечественного авиа- и ракетостроения» (Казань, 2012)"
2042,test,"Труды международной научной конференции «Современные вероятностные методы анализа и оптимизации информационно-телекоммуникационных сетей» (Минск, 2013)"
2043,test,Устойчивое инновационное развитие: проектирование и управление
2044,test,"Сборник материалов 36-й Дальневосточной математической школы-семинара им. акад. Е.В. Золотова (Владивосток, 2012)"
2045,test,"Материалы 4-й Всероссийской мультиконференции по проблемам управления (Таганрог, 2011)"
2046,test,"Сборник трудов 2-й Открытой конференции Научно-образовательного центра «Ресурсы и качество вод суши: Оценка, прогноз и управление» (Москва, 2012)"
2047,test,"Материалы XIX Международной научно-технической конференции «Информационные системы и технологии» (ИСТ-2013, Нижний Новгород)"
2048,test,"Доклады Международной интернет-конференции Информационно-технологическое обеспечение образовательного процесса государств–участников СНГ (Минск, 2012)"
2049,test,"Материалы 3-й Международной научно-технической конференции «Открытые семантические технологии проектирования интеллектуальных систем» (OSTIS-2013, Минск)"
2050,test,"Proceedings of the 2012 IFAC Workshop on International Stability and Systems Engineering (Waterford City, Ireland)"
2051,test,Computational Mathematics and Modeling
2052,test,JOURNAL OF INSTITUTIONAL STADIES (Журнал институциональных исследований)
2053,test,"Сборник научных трудов. Институт развития дополнительного профессионального образования. М.:ИРДПО,2012.-134 с."
2054,test,Вестник Пермского национального исследовательского политехнического университета. Социально-экономические науки
2055,test,Журнал институциональных исследований
2056,test,"Материалы 14-го Всероссийского симпозиума «Стратегическое планирование и развитие предприятий» (Москва, 2013)"
2057,test,Экономика и предпринимательство
2058,test,Менеджмент и бизнес-администрирование
2059,test,IMA Journal of Mathematical Control and Information
2060,test,"Труды Международной конференции «Системные проблемы надёжности, качества,  информационно-телекоммуникационных и электронных технологий в инновационных проектах» (Сочи, 2012)"
2061,test,"Труды 77-й Международной научно-технической конференция ААИ «Автомобиле- и тракторостроение в России: приоритеты развития и подготовки кадров» (Москва, 2012)"
2062,test,"Proceedings of the 2nd International Workshop on Concept Discovery in Unstructured Data (Leuven, Belgium, 2012)"
2063,test,Труды 55-й научной конференции «Проблемы фундаментальных и прикладных естественных и технических наук в современном информационном обществе»
2064,test,Известия Саратовского университета. Новая серия. Серия: Математика. Механика. Информатика
2065,test,Высшее образование сегодня
2066,test,"Труды XV Международной научно-практической конференции аспирантов и студентов «Проблемы развития финансовой системы Украины в условиях глобализации» (Симферополь, 2013)"
2067,test,"Сборник научных трудов международной научно-практической конференции «Актуальные вопросы в научной работе и образовательной деятельности» (Тамбов, 2013)"
2068,test,"Экономическая безопасность России: уроки кризиса и перспективы роста / Под ред. В.А. Черешнева, М.В. Федорова. Т.1."
2069,test,"Труды Всероссийской научной конференции «Глобальные тенденции развития мира» (Москва, 2013)"
2070,test,"Материалы 1-го Международного политэкономического конгресса «Политэкономия: социальные приоритеты» (Москва, 2013)"
2071,test,"Материалы 14-х Друкеровских чтений. Методика преподавания экономических дисциплин (Москва, 2013)"
2072,test,International Journal of Automation and Power Engineering (IJAPE)
2073,test,"Материалы 9-й Международной научно-практической конференции «NAUKOWA MYŚL INFORMACYJNEJ POWIEKI – 2013» (Перемышль, 2013 )"
2074,test,"Доклады 15-й Международной конференции «Цифровая обработка сигналов и ее применение» (DSPA-2013, Москва)"
2075,test,"Тезисы докладов XI Всероссийской научной конференции «Нейрокомпьютеры и их применение» (Москва, 2013)"
2076,test,"Труды 8-й Всероссийской конференции Проблемы обеспечения взрывобезопасности и противодействия терроризму (Санкт-Петербург, 2013)"
2077,test,"Материалы 8-й Всероссийской научно-практической конференции «Перспективные системы и задачи управления» (Таганрог-Домбай, 2013)"
2078,test,"Материалы 14-го Международного форума «Высокие технологии XXI века» (Москва, 2013)"
2079,test,"Сборник научных трудов 1-й Международной научно-практической конференции «Актуальные проблемы и перспективы развития радиотехнических и инфокоммуникационных систем» (РАДИОИНФОКОМ-2013, Москва)"
2080,test,"Proceedings of the 24th Chinese Control and Decision Conference (CCDC -2012, Taiyuan, China)"
2081,test,Железнодорожный транспорт
5829,test,Expert Review of Pharmacoeconomics and Outcomes Research
2082,test,"Труды 1-й Научно-технической конференции «Интеллектуальные системы управления на железнодорожном транспорте» (ИСУЖТ-2012, Москва)"
2083,test,"Вестник Томского государственного университета. Управление, вычислительная техника и информатика"
2084,test,"Тезисы докладов 4-й Международной конференции (90-лет Л. Д. Кудрявцеву), (Москва 2013)"
2085,test,Формування сучасних механізмів розвитку інноваційної сфери економіки
2086,test,"Proceedings of the 11th Meeting of Society for Social Choice and Welfare (New Delhi, 2012)"
2087,test,Труды НИИСИ РАН
2088,test,"Труды 2-й Международной научно-практической конференции «Евразийское пространство: приоритеты социально-экономического развития» (Москва, 2012)"
2089,test,"Объединенные тезисы докладов международных конференций «Геометрические методы в физике и теории управления» и «Геометрия. Инварианты. Управление» (Одесса-Москва, 2012)"
2090,test,"Труды 5-й Российской мультиконференции по проблемам управления, конференция «Управление в технических, эргатических, организационных и сетевых системах» (УТЭОСС-2012, Санкт-Петербург)"
2091,test,Казанская наука
2092,test,"Материалы Всероссийской научно-технической конференции «Х Научные чтения, посвященные памяти Н.Е.Жуковского» (Москва, 2013)"
2093,test,"Материалы 8-й научно-практической конференции «Современный менеджмент: проблемы и перспективы» (Санкт-Петербург, 2013)"
2094,test,"Тезисы Весеннего финала по программе «У.М.Н.И.К.» (Москва, РАН - 2013)"
2095,test,Труды Кубанского государственного аграрного университета
2096,test,"Материалы  X международной научной конференции студентов и молодых ученых «Живые системы и биологическая безопасность населения» (Москва, 2012)"
2097,test,"Материалы 3-й Международной научно-практической конференции «Информационно - аналитической обеспечение управления финансово экономической безопастности: аудиторское сопровождение и бизнес разведка» (Харьков, 2013)"
2098,test,"Научный вестник: Финансы, банки, инвестиции"
2099,test,Управление конкуренто-способностью в инвестиционно-строительном бизнесе. Справочное пособие.
2100,test,Формування сучаснихмеханізмів розвитку інноваційної сфери економіки
2101,test,"Материалы 1-й Лингвистической конференции «Русский жестовый язык» (Москва, 2012)"
2102,test,"Сборник научных трудов международной научно-практической конференции «Актуальные правовые и организационные проблемы публичного управления и судопроизводства» (Кировоград, 2013)"
2103,test,"Тезисы докладов Международной конференции В.И. Вернадский и глобальные проблемы современной цивилизации (Симферополь, 2013)"
2104,test,"Материалы 8-й Апрельской Международной научно конференции по проблемам развития экономики и общества (Москва, 2012)"
2105,test,"Труды 4-й Международной научно-практической конференции «Инновационные технологии социально-экономического комплекса» (Брянск, 2012)"
2106,test,"Труды 9-й Международной научно-практической конференции «Ключевые вопросы современной науки» (София, 2013)"
2107,test,Клеи. Герметики. Технологии
2108,test,Государственный аудит. Право. Экономика
2109,test,Российская экономическая модель: динамика и контексты
2110,test,Procedia Computer Science
2111,test,"Москва вчера, сегодня, завтра"
2112,test,Управлiння розвитком
2113,test,Маркетинг: теорія і практика. Збірник наукових праць СНУ ім. В. Даля.
2114,test,"Материалы 3-й Международной научно-практической конференции Інноваційні напрямки розвитку маркетингу: теорія і практика (Луганск, 2013)"
2115,test,"Материалы постоянно действующего круглого стола «Экономический рост России» (Москва, 2010)"
2116,test,"Материалы международного круглого стола Московского городского университета управления Правительства Москвы и Фонда Конрада Аденауэра (Москва, 2012)"
2117,test,"Материалы круглого стола в Институте Социально-политических исследований РАН: «Современная Россия: расслоение общества и социальная безопасность» (Москва, 2012)"
2118,test,"Материалы международной научно-практической конференции: «Опыт стимулирования региональной экономической деятельности в ЕС и России» (Москва, 2012)"
2119,test,"Тезисы докладов международной конференции «Компьютерно-аналитические методы в теории управления и математической физике» (Сочи, 2013)"
2120,test,"Тезисы докладов международных конференций «Геометрические методы в физике и теории управления» (Одесса, 2012)"
2121,test,"Сборник материалов XX Санкт-Петербургской  международной конференции по интегрированным навигационным системам (Санкт-Петербург, 2013)"
2122,test,"12th Internatonal Conference on Computer and IT Applications in the Maritime Industries (COMPIT13, Cortona, Italy)"
2123,test,"Материалы 1-й Международной научно-практической конференции  «Экономические аспекты развития промышленных предприятий России в условиях глобализации» (Москва, 2013)"
2124,test,"Материалы 1-ой Международной научно-практической конференции «Экономические аспекты развития промышленных предприятий России в условиях глобализации» (Москва, 2013)"
2125,test,"Proceedings of the III Taiwan-Russian Symposium «Advanced Problems in Intelligent Mechatronics, Mechanics, and Robotics» (Moscow, 2012)"
2126,test,"Proceedings of the 6th International Workshop Generalized Statements and Solutions of Control Problems (2012, Gelendzhik, Russia)"
2127,test,"Материалы I Международной научно-практической конференции  «Финансовая система Украины: проблемы и перспективы развития в условиях трансформации социально-экономических отношений» (Севастополь, 2013)"
2128,test,"Материалы 15-х Друкеровских чтений «Экономическая политика: на пути к новой парадигме» (Москва, 2013)"
2129,test,Reliability: theory & applications
2130,test,Гагаринский сборник
2131,test,"Тезисы докладов Международной научно-технической конференции «Научно-технические проблемы построения систем и комплексов землеобзора, дозора и управления и комплексов с беспилотными летательными аппаратами» (Москва, 2013)"
2132,test,Вестник КГТУ им. А.Н.Туполева
2133,test,"РИСК: Ресурсы, Информация, Снабжение, Конкуренция"
2134,test,"Труды 4-й Международной научно-технической конференции «Современные направления развития систем релейной защиты и автоматики энергосистем» (Екатеринбург, 2013)"
2135,test,"Труды 10-й Всероссийской школы-конференции молодых ученых «Управление большими системами» (УБС2013, Уфа)"
2136,test,Современные исследования социальных проблем
2137,test,"Proceedings of the 4th International Conference “Problems of Cybernetics and Informatics” (PCI’2012, Baku)"
2138,test,"Proceedings of the 7th IFAC Conference on Manufacturing Modelling, Management, and Control (MIM`2013, Saint Petersburg)"
2139,test,Цветные металлы
2140,test,Steel in Translation
2141,test,Тренды и управление
2142,test,"Труды 6-й Международной научно-практической конференции «Интернет и общество» (INSO 2013, Кутаиси)"
2143,test,"Программа 5-й традиционной Всероссийской молодежной летней школы «Управление, информация и оптимизация» (Солнечногорск, 2013)"
2144,test,Вестник Московского государственного технического университета им. Н.Э. Баумана. Серия: Естественные науки
2145,test,"Труды XV Международной конференции «Проблемы управления и моделирования в сложных системах» (ПУМСС-2013, Самара)"
2146,test,"Proceedings of the 3th International Conference on Discrete Mathematics (ICDM-2013, Karnatak University, Dharwad, India)"
2147,test,"Материалы международной научной конференции Мировоззренческие основания культуры современной России (Магнитогорск, 2013)"
2148,test,"Collected abstracts of the papers presented on the Seventh International Conference Game Theory and Management (GTM-2013, St. Petersburg)"
2149,test,"Proceedings of the First International Conference «Geometric Science of Information» (GSI 2013, Paris)"
2150,test,"Тезисы докладов XI Белорусской математической конференции (Минск, 2012)"
2151,test,"Объединенные тезисы докладов международных конференций «Геометрические методы в физике и теории управления» и «Геометрия.Инварианты.Управление» (Одесса-Москва, 2012)"
2152,test,Методы менеджмента качества
2153,test,"Транспортно-промышленный потенциал стран каспийского региона: состояние, проблемы, перспективы интеграции, Том 1"
2154,test,"Abstracts of the EURO-INFORMS 26th European Conference on Operational Research (Rome, 2013)"
2155,test,Optimization Letters
2156,test,ТЕОРЕТИКО-МЕТОДОЛОГІЧНІ ОСНОВИ ДОСЛІДЖЕННЯ ПРОЦЕСІВ ФОРМУВАННЯ СТРАТЕГІЇ СТАЛОГО РОЗВИТКУ  СОЦІАЛЬНО-ЕКОНОМІЧНОЇ СИСТЕМИ В УМОВАХ ІНТЕГРАЦІЇ  ТА ГЛОБАЛІЗАЦІЇ
2238,test,Тезисы докладов XVIII Международной научно-технической конференции и Молодежной научной школы «Инноватика – 2013» (Сочи)
2157,test,ТЕОРЕТИКО-МЕТОДОЛОГІЧНІ ОСНОВИ ДОСЛІДЖЕННЯ ПРОЦЕСІВ ФОРМУВАННЯ СТРАТЕГІЇ СТАЛОГО РОЗВИТКУ СОЦІАЛЬНО-ЕКОНОМІЧНОЇ СИСТЕМИ В УМОВАХ ІНТЕГРАЦІЇ ТА ГЛОБАЛІЗАЦІЇ
2158,test,НАУЧНО-МЕТОДИЧЕСКИЕ И ПРИКЛАДНЫЕ АСПЕКТЫ ЭКОЛОГИЗАЦИИ
2159,test,"Труды Межвузовской научно-практической конференции Актуальные проблемы гуманитарных, социально-экономических наук и высшего образования (Москва, 2013)"
2160,test,"Программа 3-й Традиционной Всероссийской молодежной летней школы «Управление, информация и оптимизация» (Ярополец, 2011)"
2161,test,"Программа 4-й традиционной Всероссийской молодежной летней школы «Управление, информация и оптимизация» (Звенигород, 2012)"
2162,test,"Abstrarts of the reports 16th International Conference «Dynamical System Modelling and Stability Investigation» (DSMSI-2013, Kiev)"
2163,test,Национальная оборона
2164,test,Известия МГТУ «МАМИ»
2165,test,Вестник Московской государственной академии делового администрирования Серия: Экономика
2166,test,МИР (Модернизация. Инновации. Развитие)
2167,test,"Материалы Международной научно-технической конференции «Наука и образование – 2013» (Мурманск, 2013)"
2168,test,"Proceedings of the European Control Conference (ECC-2013, Linz, Austria)"
2169,test,"Тезисы докладов Международной конференции «Алгебра и логика: теория и приложения» (Красноярск, 2013)"
2170,test,"Proceedings of the  11th IFAC International Workshop on Adaptation and Learning in Control and Signal Processing (ALCOSP2013, Caen, France)"
2171,test,"Proceedings of the 8th International Conference on Mathematical Methods in Reliability: Theory, Methods and Applications. (MMR 2013, Stellenbosch, South Africa)"
2172,test,"Материалы 3-го Международного научно-технического семинара «Современные проблемы прикладной математики, информатики, автоматизации, управления» (Москва, 2013)"
2173,test,"Proceedings of the 19th International Conference on Process Control (Štrbské Pleso, Slovakia, 2013)"
2174,test,"Матерiали 4-й Международной научно-практической конференции Маркетинг на международных рынках товаров и услуг: глобальные аспекты (Порпад, Словакия, 2013)"
2175,test,"Материалы 12-й Международной конференции Российского общества экологической экономики «Управление эколого-экономическими системами: взаимодействие власти, бизнеса, науки и общества» (RSEE-2013, Иркутск)"
2176,test,Спортивно-оздоровительные услуги: Часть 1: Научно-теоретические основы здоровья. Учебное пособие для студентов гуманитарных специальностей.
2177,test,"Материалы 4-й Всероссийской конференции студентов, аспирантов и молодых ученых «Искусственный интеллект: философия, методология, инновации» (Москва, 2010)"
2178,test,"Материалы Международного семинара «Современные проблемы прикладной математики, информатики, автоматизации и управления» (Севастополь, 2012)"
2179,test,Динамика сложных систем — XXI век
2180,test,"Труды 6-й Всероссийской мультиконференции по проблемам управления (МКПУ-2013, Дивноморское)"
2181,test,"Труды 5-й Международной научно-практической конференции «Энергосберегающие технологии в промышленности. Печные агрегаты. Экология. Безопасность технологических процессов» (Москва, 2010)"
2182,test,"Сборник трудов XVI Всероссийского семинара по управлению движением и навигации летательных аппаратов. Часть I (Самара, 2013)"
2183,test,"Proceedings of the 14th International conference on Automatic control, Modeling and Simulation (Saint Malo & Mont Saint Michel, France, 2012)"
2184,test,"Сборник тезисов докладов 13-й Международной научно-практической конференции «Моделирование, идентификация, синтез систем управления» (Донецк, 2010)"
2185,test,"Тезисы докладов  6-й Московской Международной конференции по вычислительной молекулярной биологии (МССМВ13, Москва)"
2186,test,Annals of Statistics
2187,test,Вопросы экономики
2188,test,Computers & Operations Research
2189,test,Springer Proceeding in Mathematics & Statistics
2190,test,"Preprints of the 19th IFAC Symposium on Automatic Control in Aerospace (ACA-2013, Wuerzburg, Germany)"
2191,test,"Proceedings of the 6th Multidisciplinary International Scheduling Conf erence: Theory &  6th Multidisciplinary International Scheduling Conf erence: Theory & Applications (MISTA 2013, Ghent, Belgium)"
2192,test,"Proceeding of the 4th International conference Life Cycle Engineering and Management (ICDQM-2013, Белград, Сербия)"
2193,test,"Экономика, тренды и управление"
2194,test,INVESTIGACIÓN OPERACIONAL
2195,test,"Proceedings of the 13th Workshop on Algorithmic Approaches for Transportation Modelling, Optimization and Systems (ATMOS’13, Leibniz, Germany)"
2200,test,"Материалы 11-й Международной научно-практической конференции «Экономические проблемы организации производственных систем и бизнес-процессов» (Новочеркасск, 2013)"
2201,test,"Материалы 9-й Международной научно-практической конференции Глобализация экономики и российские производственные предприятия (Новочеркасск, 2013)"
2202,test,Вестник Магнитогорского государственного технического университета им. Г.И. Носова
2203,test,Металлургия машиностроения
2204,test,"Материалы 4-й Международной научно-практической конференции Печные агрегаты и энергосберегающие технологии в металлургии и машиностроении (Москва, 2008)"
2205,test,"Материалы 23-й Международной крымской конференции «СВЧ-техника и телекоммуникационные технологии» (Севастополь, 2013)"
